Marca temporal;País;Provincia donde trabajas;Edad...4;Género...5;¿Estás haciendo home office?...6;¿En qué provincia trabajás?;Edad...8;Género...9;¿Estás haciendo home office?...10;Sentís que trabajando desde tu casa, tu productividad...;¿Tenés hijos?;¿Ya hacías home office antes de la pandemia?;Preferís...;La comunicación con tu equipo de trabajo;¿En qué tipo de empresa trabajás?;¿Querés contestar más preguntas?;¿Cuál es el rubro de la empresa?...18;Antes de la cuarentena ¿Qué porcentaje de la empresa estaba haciendo teletrabajo?;¿Qué herramientas de comunicación utilizas con tu equipo?;¿Hacés pausas para distenderte o trabajás de corrido?;Respecto a la vestimenta;¿Hacés el mismo horario que yendo a la oficina?;Respecto de la planificación;¿Preferís un ambiente tranquilo o con algo de ruido?;¿Usás auriculares para trabajar?;¿Te gustaría trabajar todos los días desde tu casa?;¿Creés que va a cambiar la forma de trabajar después de esta crisis?;Justifica la respuesta;¿Tu trabajo se puede hacer desde tu casa?;¿Hay sectores de la empresa que están haciendo teletrabajo?;¿La empresa brinda servicios considerados esenciales?;¿La empresa dio algún beneficio para que los empleados vayan a trabajar presencialmente?;En el caso que estés en cuarentena sin posibilidad de trabajar desde tu casa, ¿tu empleador te sigue pagando el sueldo?;Tipo de empresa;¿Cuál es el rubro de la empresa?...36;La empresa cumple con las pautas y condiciones de prevención;¿Querés recibir los resultados de esta encuesta por mail?;¿Querés recibir más información de los servicios y eventos de Data 4HR?
2020-03-23T13:35:57Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;36;Hombre;Sí;Mejoró;Sí;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Multinacional;Si;Desarrollo de software estadístico;Entre un 10% y un 30%;Hangouts/Google Meet, Skype/Microsoft Teams, Mail, WhatsApp, Red social interna (Yammer/Workplace);Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;A veces;Sí;Sí;Difícilmente las empresas puedan volver esta situación a foja cero, las que lo hagan van a quedar por detrás de las que hayan aprendido algo de la situación;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-03-23T15:35:07Z;Argentina;NA;NA;NA;NA;Santa Fe;29;Mujer;Sí;Empeoró;No;Sí;Trabajar con gente en la oficina;Se mantiene igual de bien;Emprendimiento personal;Si;Consultora de RRHH;Más del 80%;Mail, WhatsApp;Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Voy viendo según el día;Pongo música/radio;A veces;No;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-03-23T15:59:11Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;28;Mujer;Sí;Mejoró;No;Sí;Trabajar en un cowork;Se mantiene igual de bien;Multinacional;Si;Marketing Digital;Más del 80%;Hangouts/Google Meet, Slack, Mail;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Voy viendo según el día;Pongo música/radio;A veces;No;Sí;Muchos empleadores creen que Ia modalidad de teletrabajo disminuye la productividad. En mi opinión, es completamente opuesto. Creo que Tenes mayor nivel de concentración y eso puede generar la aparición de nuevas ideas y mejoras en la metodología de trabajo. Por lo cual, muchos tradicionalista, van a ver estos cambios y van a generar un política de wfh.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-03-23T16:50:27Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;29;Mujer;Sí;Mejoró;No;Sí;Trabajar con gente en la oficina;Se mantiene igual de bien;Multinacional;Si;Tecnología en la Banca;Entre 51% y un 80%;Zoom, Skype/Microsoft Teams, Slack, WhatsApp;Sólo para comer;Te vestís como para ir a trabajar normalmente;Si;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Sí, todo el tiempo;No;Sí;Creo que muchas veces trabajando desde casa se es mas productivo y hay mucho laburo que no necesita estar en una oficina siempre tengas un equipo responsable;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-03-24T10:37:48Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;33;Hombre;Sí;Sigue igual;Sí;Sí;Trabajar desde un bar/café;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Servicios Financieros;Entre 51% y un 80%;Skype/Microsoft Teams, Mail, WhatsApp, Red social interna (Yammer/Workplace);Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Me pongo uno o dos objetivos nada más;Prefiero un ambiente en silencio;A veces;Tal vez;Tal vez;"Creo que la forma de trabajo ya cambió y espero que vaya acompañado con la evolución de nuestro modelo mental.
Me parece que temas como responsabilidad, compromiso,  propósito y propuesta de valor en este contexto  tienen mayor protagonismo.";NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-03-24T10:59:30Z;Argentina;NA;NA;NA;NA;Córdoba;33;Mujer;Sí;Sigue igual;No;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;Industrial;Entre un 10% y un 30%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;Si;Voy viendo según el día;Pongo música/radio;A veces;No;Tal vez;"Muchas empresas que se resistían al homeoffice han probado esta metodología con éxito.
En mi empresa muchas áreas se han sorprendido con esta propuesta";NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-03-24T14:24:17Z;Argentina;NA;NA;NA;NA;Mendoza;33;Mujer;Sí;Mejoró;Sí;No;Trabajar con gente en la oficina;Se mantiene igual de bien;Empresa Estatal;Si;Gubernamental;Menos del 10%;WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Me pongo uno o dos objetivos nada más;Pongo música/radio;A veces;No;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-03-24T14:28:34Z;Argentina;NA;NA;NA;NA;Mendoza;29;Mujer;Sí;Sigue igual;Sí;Sí;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Desarrollo de software y consultoria;Entre un 10% y un 30%;Skype/Microsoft Teams, WhatsApp;Sí;Te vestís como para ir a trabajar normalmente;Si;Planifico todas las tareas del día;Pongo música/radio;Sí, todo el tiempo;Sí;Sí;La mayoría de las empresas del conocimiento se vieron en la necesidad de adaptar sus puestos al teletrabajo, si se cuenta con personas responsables y comprometidas,será la gran oportunidad de mostrar que  se puede trabajar perfectamente desde casa y que hay beneficios para el empleador que se hacen evidentes.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-03-25T10:01:26Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;35;Mujer;Sí;Sigue igual;No;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Multinacional;Si;tecnologia;Más del 80%;Skype/Microsoft Teams, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;Si;Planifico todas las tareas del día;Pongo música/radio;A veces;Tal vez;Sí;Las empresas necesitan reinventarse para lograr un mejor equilibrio entre la vida de las personas y los requerimientos que demanda el trabajo.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-03-25T11:40:30Z;Argentina;NA;NA;NA;NA;Córdoba;25;Hombre;Sí;Mejoró;No;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Empresa Estatal;Si;Dirección estadística;Menos del 10%;Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Me pongo uno o dos objetivos nada más;Pongo música/radio;A veces;No;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-03-29T13:17:50Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;35;Mujer;Sí;Sigue igual;No;Sí;Trabajar con gente en la oficina;Se mantiene igual de bien;Nacional;Si;Tecnologia;Entre 31% y el 50%;Zoom, Hangouts/Google Meet, Slack, WhatsApp, Asana;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Sí, todo el tiempo;No;Sí;Muchos entenderán que el teletrabajo es posible, aunque el riesgo es que por haberlo tenido que implementar obligatoriamente, la experiencia haya sido negativa y solo logren reforzar lo que venían pensando antes: que el trabajo en la oficina al 100% es lo mejor para sus compañías.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-03-30T14:29:15Z;Argentina;NA;NA;NA;NA;Buenos Aires;22;Hombre;Sí;Sigue igual;No;No;Trabajar desde tu casa;Se mantiene igual de bien;Multinacional;Si;IT;Más del 80%;Zoom, Hangouts/Google Meet, Skype/Microsoft Teams, Slack, Mail, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Sí, todo el tiempo;No;Sí;Se esta comprobando que el home office es mucho mas beneficioso, tanto para el empleado como el empleador y creo que, gracias a esto, los empleadores van a permitir que el home office se lleve a cabo. De todas formas, existen muchas empresas que, por lo visto hasta ahora, siguen pensando que el home office no es beneficioso, por lo tanto no todas las empresas van a seguir esta tendencia.;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-01T00:12:32Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;31;Mujer;Sí;Mejoró;No;No;Trabajar con gente en la oficina;Es mucho peor;Multinacional;Si;Seguridad;Menos del 10%;Skype/Microsoft Teams, Mail, WhatsApp;No;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un lugar donde circule gente;A veces;Tal vez;Sí;Se desmitificaria el hecho de que trabajar desde tu casa, se trabaja más que estando en la oficina. Aunque falta respetar balance vida trabajo. Se mal interpreta el hecho de porque estas en tu casa. Estas 24 hs conectado. Falta respeto;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-01T10:49:33Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;25;Hombre;Sí;Mejoró;No;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Multinacional;Si;Data Analytics;Entre un 10% y un 30%;Zoom, Hangouts/Google Meet, Slack, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Me pongo uno o dos objetivos nada más;Pongo música/radio;Sí, todo el tiempo;Sí;Tal vez;Al ver que la productividad, no bajo, creo que puede ser un primer paso para poder trabajar mas cómodos, de manera remota;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-01T14:40:06Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;36;Hombre;Sí;Sigue igual;Sí;Sí;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Sistemas;Menos del 10%;Zoom, Hangouts/Google Meet, Slack, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Me pongo uno o dos objetivos nada más;Pongo música/radio;Nunca;No;Sí;Las costumbres, los criterios de limpieza, la forma de interactuar socialmente, el medio de viaje, todo. Este cambio atraviesa a toda la sociedad y vamos a tener que repensar muchas cosas.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-05T23:20:26Z;Argentina;NA;NA;NA;NA;Buenos Aires;37;Mujer;Sí;Mejoró;Sí;No;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Servicio Tecnico;Menos del 10%;WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;A veces;No;No;En mi caso no creo que cambie porque en la empresa que trabajo consideran que el trabajo remoto es incomprobable y prefieren vernos en la oficina. Aunque yo puedo realizar mi trabajo 100% de forma remota, esto de la cuarentena no les cayó nada bien.;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-06T11:29:04Z;Argentina;NA;NA;NA;NA;Córdoba;31;Hombre;Sí;Sigue igual;No;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;Servicios;Menos del 10%;Zoom, WhatsApp, Outlook;Sólo para comer;Te ponés lo primero que encontrás;Si;Voy viendo según el día;Pongo música/radio;A veces;Tal vez;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T11:31:37Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;37;Mujer;Sí;Mejoró;No;No;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Obra social;Menos del 10%;Mail, WhatsApp;Sí;Te vestís como para ir a trabajar normalmente;Si;Me pongo uno o dos objetivos nada más;Pongo música/radio;A veces;Sí;Tal vez;"Quizá se den cuenta que se abaratan costos (luz, insumos, etc) y se eleva la productividad. Y que hay trabajo que puede realizarse igual a distancia y no lo pensaron antes.
Mucho trabajo en papel deberia tender a digitalizarse.";NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T11:34:06Z;Argentina;NA;NA;NA;NA;Buenos Aires;28;Hombre;Sí;Mejoró;No;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Emprendimiento personal;Si;Servicios educación de oficio;Entre un 10% y un 30%;Discord;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Me pongo uno o dos objetivos nada más;Pongo música/radio;A veces;Sí;Sí;Los trabajos se van a flexibilizar porque es más barato y rentable que tener que poner el lugar para algunos servicios más allá que al plantear objetivos el trabajador casos trabaja más que la cantidad de horas estipuladas en un trabajo normal;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T11:55:46Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;26;Hombre;Sí;Sigue igual;No;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;Bancario;Menos del 10%;Skype/Microsoft Teams, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;Si;Voy viendo según el día;Pongo música/radio;A veces;No;Sí;El tener que implementar esta modalidad de forma obligada, les permitió observar a los directivos que la operación/trabajo puede seguir funcionando de igual manera, eso invita a plantear la discusión de implementarlo en lugares donde no existía. lo malo, es que al haber mucha baja en la demanda de labor, puede que hayan quedado muchos tiempos muertos en algunos sectores, confundiendo un poco las cosas! Sin dudas una oportunidad de demostrar para aquellos que lo vienen pidiendo!;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T12:12:31Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;24;Mujer;Sí;Mejoró;No;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;Tecnología;Entre 31% y el 50%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp;Sólo para comer;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Voy viendo según el día;Pongo música/radio;A veces;No;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T12:21:10Z;Argentina;NA;NA;NA;NA;Buenos Aires;28;Mujer;Sí;Sigue igual;No;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Multinacional;Si;Automotriz;Entre un 10% y un 30%;Zoom, Skype/Microsoft Teams, Mail, Red social interna (Yammer/Workplace);Sí;Te ponés lo primero que encontrás;Si;Voy viendo según el día;Pongo música/radio;A veces;Sí;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T12:21:25Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;26;Hombre;Sí;Sigue igual;No;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Tecologia;Entre un 10% y un 30%;Zoom, Slack, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;Sí, todo el tiempo;No;Sí;La experiencia por fuerza mayor creo que a muchos le demostro que algo que no creian posible, lo es.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T12:35:23Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;23;Mujer;Sí;Sigue igual;No;No;Trabajar con gente en la oficina;Es mucho peor;Multinacional;Si;Contact center;Menos del 10%;Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Voy viendo según el día;Pongo música/radio;Sí, todo el tiempo;Tal vez;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-06T13:15:07Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;24;Mujer;Sí;Empeoró;No;No;Trabajar con gente en la oficina;Es mucho peor;Nacional;Si;Tecnología;Entre un 10% y un 30%;WhatsApp;Sí;Te vestís como para ir a trabajar normalmente;No, trabajo más horas;Me pongo uno o dos objetivos nada más;Pongo música/radio;Sí, todo el tiempo;No;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T13:31:09Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;24;Mujer;Sí;Mejoró;No;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Proveedores de Recursos IT;Entre un 10% y un 30%;Zoom, Hangouts/Google Meet, Mail, WhatsApp;Sí;Te vestís como para ir a trabajar normalmente;No, trabajo menos horas;Planifico todas las tareas del día;Pongo música/radio;A veces;Tal vez;Sí;Ya se vio que es posible mantener las relaciones, los objetivos y la estructura tecnologica.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T13:32:22Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;28;Hombre;Sí;Sigue igual;No;No;Trabajar en un cowork;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Consultoría;Menos del 10%;Zoom, Hangouts/Google Meet, Skype/Microsoft Teams, Slack, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;Si;Me pongo uno o dos objetivos nada más;Pongo música/radio;A veces;No;Tal vez;Es probable que otorguen el beneficio de home office.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T15:54:40Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;46;Mujer;Sí;Sigue igual;Sí;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Nacional;Si;estado;Menos del 10%;Mail, WhatsApp;Sí;Te vestís como para ir a trabajar normalmente;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;A veces;Tal vez;Sí;"Creo que se va a revisar la ""necesidad"" de cumplir horarios en el estado, deberia replanterase la eficiencia por sobre calentar sillas en oficinas.";NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T16:09:11Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;48;Hombre;Sí;Sigue igual;Sí;No;Trabajar con gente en la oficina;Se mantiene igual de bien;Nacional;Si;Energia;Menos del 10%;Zoom, Skype/Microsoft Teams, WhatsApp, Kaizala;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;A veces;Sí;Sí;Muchas directivos de empresas pensaban que las personas desde sus casas no serían eficientes...claramente esta situación no es la ideal para mejorar productividad ni números dadas las recesiones causadas por la pandemia...pero las personas trabajando cómodas suelen ser MAS eficientes y productivas.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T16:17:29Z;Argentina;NA;NA;NA;NA;Salta;36;Mujer;Sí;Empeoró;Sí;No;Trabajar desde un bar/café;Se mantiene igual de bien;Empresa Estatal;Si;Seguridad;Menos del 10%;Zoom, Mail, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Voy viendo según el día;Pongo música/radio;Sí, todo el tiempo;No;Sí;Considero que hay empresas que verán mayor productividad respecto al modelo tradicional de trabajo, por lo tanto, seguramente se replantearán continuar con esta modalidad;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T16:45:46Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;37;Mujer;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No sé;No;No;Sí;Nacional;Legal;Si;Sí;Sí
2020-04-06T17:19:14Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;29;Mujer;Sí;Sigue igual;No;Sí;Trabajar con gente en la oficina;Se mantiene igual de bien;Nacional;Si;Industria;Entre un 10% y un 30%;Zoho meeting/cliq;Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Voy viendo según el día;Pongo música/radio;Sí, todo el tiempo;No;Sí;Yo creo que se va a eliminar el pensamiento colectivo de que trabajar desde tu casa es un beneficio y se va a tomar más como una forma más de trabajar.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T17:23:59Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;26;Hombre;Sí;Mejoró;Sí;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Empresa Estatal;Si;Banca;Menos del 10%;Zoom;No;Te ponés lo primero que encontrás;Si;Me pongo uno o dos objetivos nada más;Prefiero un ambiente en silencio;Nunca;Sí;Tal vez;La cultura de muchas organizaciónes aún es muy arcaica y a su vez los sindicatos y regulaciones laborales colaboran para que muchos empleadores se vean en la obligación de controlar.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T17:25:57Z;Argentina;NA;NA;NA;NA;Buenos Aires;29;Mujer;Sí;Empeoró;No;Sí;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;Energía;Entre un 10% y un 30%;Skype/Microsoft Teams, Circuit;Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Voy viendo según el día;Pongo música/radio;A veces;No;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-06T17:29:09Z;Argentina;NA;NA;NA;NA;Buenos Aires;46;Mujer;Sí;Empeoró;Sí;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Empresa Estatal;Si;Educación;Menos del 10%;Skype/Microsoft Teams, Mail, WhatsApp;No;Te ponés lo primero que encontrás;No, trabajo más horas;Voy viendo según el día;Prefiero un ambiente en silencio;Nunca;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T18:52:15Z;Argentina;NA;NA;NA;NA;Córdoba;39;Hombre;Sí;Mejoró;Sí;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Alimentacion;Menos del 10%;Zoom, Mail, WhatsApp, Red social interna (Yammer/Workplace);Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Nunca;No;Sí;Las empresas se van a dar cuenta del.ahorro de costos en espacios, logistica,consumo en planta etc y de la mayor productividad de quienes hacen home office;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T18:58:33Z;Argentina;NA;NA;NA;NA;Mendoza;34;Mujer;Sí;Sigue igual;Sí;No;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Consultora;Entre 51% y un 80%;Skype/Microsoft Teams, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Me pongo uno o dos objetivos nada más;Pongo música/radio;A veces;Tal vez;Sí;Antes de la pandemia existía una profunda duda y resistencia al homeoffice, teniéndolo cómo una carta para la retención del empleado, ya no será algo a ganar....;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T19:00:05Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;42;Hombre;Sí;Empeoró;Sí;Sí;Trabajar con gente en la oficina;Se mantiene igual de bien;Multinacional;Si;petroleo;Entre un 10% y un 30%;Skype/Microsoft Teams;Sí;Te ponés lo primero que encontrás;Si;Voy viendo según el día;Pongo música/radio;A veces;No;No;En 12 meses nos vamos a olvidar de este momento;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-06T19:40:52Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;24;Mujer;Sí;Mejoró;No;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Bancario;Entre un 10% y un 30%;Zoom, Hangouts/Google Meet, Slack, Mail, WhatsApp, Red social interna (Yammer/Workplace);Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Voy viendo según el día;Pongo música/radio;A veces;No;Sí;Creo que esta pandemia va a demostrar que la productividad no disminuye por hacer home office;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-06T20:32:09Z;Argentina;NA;NA;NA;NA;Buenos Aires;57;Hombre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí;Sí;No;Sí;PyME Nacional;fabricante de etiquetas para remedios y alimentos;Si;Sí;Sí
2020-04-06T20:32:57Z;Argentina;NA;NA;NA;NA;Buenos Aires;32;Mujer;Sí;Empeoró;Sí;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Higiene Institucional;Menos del 10%;Skype/Microsoft Teams, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Nunca;No;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T20:34:42Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;48;Mujer;Sí;Mejoró;Sí;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;petrolera;Entre un 10% y un 30%;Zoom, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Me pongo uno o dos objetivos nada más;Prefiero un ambiente en silencio;Sí, todo el tiempo;Tal vez;Tal vez;quizas haya mas dias con home office;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T20:35:56Z;Paraguay;Asunción;39;Hombre;Sí;NA;NA;NA;NA;Sigue igual;Sí;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Industrial;Menos del 10%;Zoom;Sí;Te ponés lo primero que encontrás;Si;Planifico todas las tareas del día;Pongo música/radio;Sí, todo el tiempo;No;Sí;Ya no vamos a poder estar tan cerca;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T21:05:09Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;34;Mujer;Sí;Mejoró;No;Sí;Trabajar con gente en la oficina;Se mantiene igual de bien;Multinacional;Si;Tecnología;Más del 80%;Zoom, WhatsApp, Teams;Sólo para comer;Te vestís como para ir a trabajar normalmente;No, trabajo más horas;Me pongo uno o dos objetivos nada más;Prefiero un ambiente en silencio;A veces;No;Tal vez;Depende de los resultados que tenga cada empresa con esta modalidad y la productividad que haya demostrado.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T21:25:18Z;Argentina;NA;NA;NA;NA;Tucumán;40;Mujer;Sí;Sigue igual;Sí;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Retail;Menos del 10%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;A veces;Tal vez;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T21:29:23Z;Argentina;NA;NA;NA;NA;Tucumán;40;Mujer;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí;Sí;No;Sí;Nacional;Salud;Si;Sí;Sí
